"","Date","Silver_Change","Copper_Change","WTI_Change","Brent_Change","Gold_Change","USD_Change","Gas_Change","Wheat_Change","Maize_Change","Soyabeans_Change","GPR_Change"
"3402",2010-11-03,-0.0161,-0.0139,0.0094,0.0114,-0.0142,-0.0035,-0.0088,-0.0011,0.0091,0.0062,-0.4681
"3403",2010-11-02,0.0116,0.0141,0.0115,0.0093,0.0047,-0.0076,0.0099,-0.0013,-0.0026,-0.001,8e-04
"3404",2010-11-01,-5e-04,0.0138,0.0187,0.0177,-0.0052,3e-04,-0.051,-0.001,-0.0091,0,1.1208
"3405",2010-10-29,0.0289,-0.0141,-0.0091,-0.0053,0.0112,-6e-04,0.038,0.0042,0.0052,-0.0093,0.3363
"3406",2010-10-28,0.0201,0.0045,0.0029,0.0043,0.015,-0.0112,0.1817,0.0147,0,0.0041,-0.4268
"3407",2010-10-27,-0.0179,-0.0242,-0.0074,-0.0051,-0.012,0.006,-0.0185,0.0084,0.0117,-0.0093,0.6528
"3408",2010-10-26,0.0121,0.0016,4e-04,0.0014,-2e-04,0.0079,0.0112,0.0116,0.0026,-0.0031,-0.1306
"3409",2010-10-25,0.0184,0.0174,0.0102,0.007,0.0104,-0.0049,-0.0045,0.0049,0.0106,0.0175,-0.2171
"3410",2010-10-22,-9e-04,0.0041,0.014,0.0138,-4e-04,7e-04,-0.0107,0,-0.0119,-0.0021,0.411
"3411",2010-10-21,-0.0304,-0.0032,-0.0148,-0.0212,-0.0138,0.0028,-0.0483,-0.0094,-0.0118,-0.0083,-0.4787
"3412",2010-10-20,0.0035,0.0096,0.0287,0.0308,0.0061,-0.0128,0.0074,0.0021,0.029,0.025,-0.1848
"3413",2010-10-19,-0.0259,-0.0253,-0.0432,-0.0388,-0.0263,0.0166,0.0239,-0.0159,-0.0212,-0.0021,1.0026
"3414",2010-10-18,0.0051,0.0042,0.0225,0.0233,1e-04,-0.0017,-0.0294,-0.0062,-0.0117,-0.0031,-0.9216
"3415",2010-10-15,-0.006,0.0062,-0.0174,-0.0246,-0.0041,0.005,-0.0334,3e-04,-0.0077,-0.0028,-0.0761
"3416",2010-10-14,0.021,-0.0013,-0.0039,-0.0013,0.0052,-0.0053,-0.0106,-0.0034,-0.0038,0.0112,0.3898
"3417",2010-10-13,0.0339,0.0082,0.0164,0.0137,0.0177,-0.0039,0.0185,-0.0034,-0.0089,-0.0021,-0.2059
"3418",2010-10-12,-0.0087,0,-0.0066,-0.0026,-0.0057,-0.001,0.0078,0.0013,0.0454,0.017,-0.0844
"3419",2010-10-11,0.0106,0.004,-0.0054,-0.0037,0.0068,0.0013,-0.0137,0.0016,0.0296,0.0115,0.2404
"3420",2010-10-08,0.0231,0.0258,0.0121,0.0072,0.0077,-0.001,0.0094,0.0358,0.049,0.0573,-0.44
"3421",2010-10-07,-0.0199,-0.0196,-0.0187,-0.0192,-0.0094,3e-04,-0.0642,0.0194,0.013,0.0015,0.0582
"3422",2010-10-06,0.0135,0.0071,0.005,0.0026,0.0055,-0.0045,0.0326,0.0016,-0.0015,-0.0107,-0.1222
"3423",2010-10-05,0.0318,0.0171,0.0166,0.0187,0.0178,-0.0088,0.0043,0.0078,0.0295,0.0145,0.3882
"3424",2010-10-04,-0.0011,-0.0072,-0.0013,-0.0056,-8e-04,0.0044,-0.0184,-0.0028,0.0045,-0.0023,0.5035
"3425",2010-10-01,0.011,0.0107,0.0201,0.0175,0.0063,-0.0079,-0.0194,-0.0118,-0.0469,-0.0392,0.1529
"3426",2010-09-30,-0.006,-0.0027,0.0271,0.0191,-5e-04,4e-04,-0.0227,-0.0074,-0.01,0.0059,-0.1777
"3427",2010-09-29,0.0113,0.007,0.0221,0.0262,0.0015,-0.0039,0.0326,-0.0053,0.0128,-0.0104,-0.0747
"3428",2010-09-28,0.011,0.011,-0.0044,0.0018,0.0075,-0.0043,0.0097,-0.0136,-0.0171,-0.0168,-0.065
"3429",2010-09-27,0.0034,-0.0057,4e-04,-0.0038,4e-04,-6e-04,-0.0209,-0.0087,-0.0154,-7e-04,0.3982
"3430",2010-09-24,0.0088,0.0078,0.0174,0.0097,0.0014,-0.0081,-0.0343,0.0038,0.0211,0.0293,0.1306
"3431",2010-09-23,0.0075,0.0073,0.0063,0.0021,0.0033,0.0023,0.0134,-0.0126,-0.0099,0.0045,0.1725
"3432",2010-09-22,0.0201,0.0237,0.0162,-0.006,0.014,-0.0075,0.012,3e-04,0.0014,0.0037,-0.4036
"3433",2010-09-21,-0.0078,-0.0066,-0.0179,-0.0113,-0.0051,-0.0111,0.0254,-0.0046,-0.0042,-0.0037,0.3647
"3434",2010-09-20,-6e-04,-0.0053,0.0163,0.0142,0.0026,-7e-04,-0.0502,-0.0041,-0.0056,0.0128,-0.0317
"3435",2010-09-17,0.0022,0.0084,-0.0122,-0.0034,0.0029,0.0017,-0.0094,0.011,0.0211,0.023,0.375
"3436",2010-09-16,0.0097,0.0079,-0.0191,-0.0054,0.004,-0.0031,0.0168,-0.002,0.0029,-0.0062,-0.0277
"3437",2010-09-15,0.0068,-4e-04,-0.0102,-0.0032,-0.0024,0.0051,0.0073,-0.0016,0.0014,0.0054,-0.2393
"3438",2010-09-14,0.0139,-0.0032,-0.0051,0.0016,0.0197,-0.0092,0.0071,-0.0139,0.0202,0.0016,0.1134
"3439",2010-09-13,0.0154,0.0217,0.0097,0.0111,5e-04,-0.0074,0.0142,0.0075,0.0088,0,0.4629
"3440",2010-09-10,-5e-04,-0.0108,0.0296,0.0089,-0.0035,1e-04,0.0305,0.011,0.0133,-0.0116,0.6342
"3441",2010-09-09,-0.0077,-0.0162,-0.0056,-0.009,-0.0052,0.0013,-0.0121,0.0163,0.0135,-0.0015,-0.6401
"3442",2010-09-08,0.0055,0.0081,0.0078,0.0055,-0.0014,-0.0032,-0.0099,-0.0084,-0.009,-0.0023,-0.2679
"3443",2010-09-03,0.0141,0.0014,-0.0056,-0.0034,-0.0018,-0.0046,0.0501,0.0188,0.0276,0.0212,0.2911
"3444",2010-09-02,0.0144,0.0052,0.015,0.0076,0.0042,-6e-04,-0.0029,0.0142,0.0047,0.0064,-0.4456
"3445",2010-09-01,-0.002,0.0318,0.0277,0.0229,-0.0018,-0.0085,-0.0142,0.0173,0.011,-0.0064,-0.2622
"3446",2010-08-31,0.0188,-0.0166,-0.0372,-0.0256,0.009,3e-04,0.001,0.003,0.0079,-0.0079,0.2384
"3447",2010-08-30,0,0.0153,-0.0063,-7e-04,0.0011,0.0031,0.0441,0.0164,0.008,-8e-04,0.3857
"3448",2010-08-27,0.0048,0.018,0.0247,0.0217,2e-04,-2e-04,-0.0435,0.0171,0.008,0.0103,0.1251
"3449",2010-08-26,-0.0023,0.0292,0.0116,0.021,-0.0029,-0.0042,-0.0139,0.0062,0.0212,0.012,-0.1477
"3450",2010-08-25,0.0353,-0.0094,0.0124,0.0152,0.0064,0.0015,-0.0416,-0.0126,-0.0049,-8e-04,-0.0787
"3451",2010-08-24,0.0215,-0.015,-0.0201,-0.0168,0.004,-3e-04,-0.0066,-0.0043,-0.0179,-0.0048,0.3193
"3452",2010-08-23,1e-04,3e-04,-0.0049,-0.0086,-2e-04,8e-04,-0.0124,0.0168,-0.0032,0.0016,0.0696
"3453",2010-08-20,-0.0183,-0.0084,-0.013,-0.0138,-0.0053,0.0075,-0.0129,0.0108,0.0113,-0.0048,-0.5168
"3454",2010-08-19,-0.0039,-0.0091,-0.0131,-0.0153,0.0032,0.0028,-0.016,0.0174,-0.0032,-0.0166,-0.1229
"3455",2010-08-18,-0.0105,0.0034,-0.0046,-0.006,0.0025,-2e-04,-0.0066,0.0057,0.0065,-0.0101,0.2634
"3456",2010-08-17,0.0091,0.0178,0.007,0.0278,0.0017,-0.0038,0.0092,-0.0113,0.0248,0.007,0.2225
"3457",2010-08-16,0.0176,0.0084,-0.002,-0.0035,0.0079,-0.0049,-0.0231,-0.0175,-0.0083,-0.0086,0.0773
"3458",2010-08-13,0.0024,-0.0099,-0.0046,-0.0054,-1e-04,0.0033,0.0074,0.0087,0.0252,0.0156,-0.4355
"3459",2010-08-12,0.0091,0.0092,-0.0292,-0.0273,0.0146,0.0041,-0.0069,0.0169,0.0241,0.0095,0.1903
"3460",2010-08-11,-0.0141,-0.0176,-0.0278,-0.0246,0.001,0.0186,0.0067,-0.0054,0.0301,-0.0079,-0.1088
"3461",2010-08-10,-0.0046,-0.0122,-0.0151,-0.0172,-0.0038,0.0017,-0.0028,-0.0086,-0.0089,-0.0121,0.4741
"3462",2010-08-09,-0.0125,0.0033,0.0097,0.0104,-0.0022,0.0036,-0.0354,-0.0175,-0.0089,-0.0023,-0.5765
"3463",2010-08-06,0.0082,-0.003,-0.016,-0.0178,0.005,-0.0054,-0.0285,-0.0124,0.0106,0.0023,-0.2786
"3464",2010-08-05,0.0024,-0.0149,-0.0056,-0.0072,0.0028,-8e-04,-0.0293,0.0479,0.0036,0.0035,-0.1528
"3465",2010-08-04,-0.0078,0.0137,-0.001,-0.0058,0.0071,0.0038,0.0211,0.0346,0.0383,-0.0012,-0.1227
"3466",2010-08-03,2e-04,-0.0093,0.0149,0.023,0.0018,-0.0046,-0.0132,0.0066,0.0037,0.0165,-0.0458
"3467",2010-08-02,0.0231,0.0235,0.0303,0.0338,0.0013,-0.0073,-0.0451,0.0331,-0.0185,0.0036,0.267
"3468",2010-07-30,0.0219,0.0064,0.0075,0.0076,0.0108,-0.0012,0.0199,0.0423,0.0198,0.0108,0.1424
"3469",2010-07-29,0.0101,0.0165,0.0178,0.0201,0.0093,-0.0068,0.0111,0.0196,0.006,0.0121,-0.4639
"3470",2010-07-28,-0.0105,0.0122,-0.0066,-9e-04,0.0021,-2e-04,0.0212,0.0211,0.0189,0.011,0.0389
"3471",2010-07-27,-0.0315,-0.0051,-0.0187,-0.0177,-0.0212,0.001,0.0137,0.007,-0.0024,0,-0.2882
"3472",2010-07-26,0.0055,0.0119,0,6e-04,-0.004,-0.0047,0.007,-3e-04,-0.0053,-0.0171,0.764
"3473",2010-07-23,-0.001,0.0065,-0.004,-0.0048,-0.0065,-0.0018,-0.0136,0.0042,-0.001,0.0012,0.1128
"3474",2010-07-22,0.0178,0.0231,0.0358,0.0325,0.0032,-0.0097,0.0288,0.0116,-0.0053,0.0037,-0.4135
"3475",2010-07-21,0.0062,0.0305,-0.0114,-0.0112,1e-04,0.008,-0.0168,0.0128,0.0104,0.0049,0.1174
"3476",2010-07-20,0.0086,0.0216,0.0118,0.0079,0.0083,0.0027,0.0177,6e-04,-0.0095,0.0033,0.2123
"3477",2010-07-19,-0.0138,0.0029,0.007,0.0033,-0.0053,6e-04,-0.002,-0.0109,-0.0151,-0.0106,0.3502
"3478",2010-07-16,-0.0313,-0.0274,-0.008,-0.0108,-0.0166,-0.001,-0.0146,0.0082,0.0073,8e-04,-0.9944
"3479",2010-07-15,0.0039,0.0012,-0.0055,-0.0076,0.0011,-0.0102,0.065,0.0364,0.013,0.0197,-0.2451
"3480",2010-07-14,0.0018,-0.003,-0.0014,0.0016,-0.0054,-0.0027,-0.011,0.0118,0.0132,-0.005,0.1236
"3481",2010-07-13,0.019,0.0028,0.0294,0.0307,0.0123,-0.0069,-0.0077,0.0125,-0.0026,-8e-04,1.575
"3482",2010-07-12,-0.0086,-0.0146,-0.015,-0.0139,-0.0092,0.003,-0.0032,0.0012,0.0046,0.005,-0.626
"3483",2010-07-09,0.0112,0.0126,0.0086,0.0095,0.0115,0.0014,7e-04,-0.0052,-0.0014,0.0108,-0.7436
"3484",2010-07-08,-0.0071,2e-04,0.0185,0.0163,-0.0023,0,-0.0364,0.0167,0.0131,0.0211,0.4011
"3485",2010-07-07,0.008,0.0148,0.029,0.0288,0.0032,-0.0032,-0.025,0.0253,0.0177,0.0286,-0.1704
"3486",2010-07-02,-0.004,0.0136,-0.0111,-0.0095,8e-04,-0.0037,-0.0344,0.0091,0,0.0079,-0.3867
"3487",2010-07-01,-0.0491,-0.0249,-0.0354,-0.0356,-0.0315,-0.015,0.0516,0.0087,0.0194,0.008,-0.0226
"3488",2010-06-30,0.0039,0.0068,-0.0041,-0.0057,0.0028,-7e-04,0.015,0.0146,0.0432,0.0036,-0.1622
"3489",2010-06-29,-0.0023,-0.0487,-0.0295,-0.0277,0.0031,0.0049,-0.0358,-0.0027,-0.0125,-0.0062,0.378
"3490",2010-06-28,-0.0226,-0.0074,-0.0077,-0.0068,-0.014,0.004,-0.0296,-0.0035,-0.0093,9e-04,0.9202
"3491",2010-06-25,0.02,0.029,0.0307,0.0216,0.0083,-0.0051,0.0238,-0.0095,-0.0031,0.0036,-0.4008
"3492",2010-06-24,0.015,0.0236,0.0021,0.0026,0.009,-4e-04,-0.0117,-0.0059,0.0015,-0.0018,0.0778
"3493",2010-06-23,-0.0234,-0.0185,-0.0111,-0.0227,-0.0048,-0.0042,0.0101,-0.0031,-0.0077,-0.008,-0.4631
"3494",2010-06-22,0.005,0.0171,-0.0078,-0.0099,1e-04,0.002,-0.024,-0.0067,-0.0076,0.0026,0.3824
"3495",2010-06-21,-0.0196,0.0202,0.0083,0.0077,-0.014,0.0031,-0.0248,0,-0.0106,0.0053,0.2772
"3496",2010-06-18,0.0217,-0.0077,0.0051,-0.0058,0.0077,-1e-04,-0.032,0.0079,0.0042,0.008,0.2885
"3497",2010-06-17,0.0182,-0.0299,-0.0113,0.0069,0.0148,-0.0047,0.037,0.0079,0.0027,-0.0036,0.0034
"3498",2010-06-16,-0.0074,-0.0032,0.0095,0.0255,-0.0032,0.0011,-0.0407,0.0118,0.0042,0.0081,-0.1503
"3499",2010-06-15,0.0091,0.004,0.0242,0.0133,0.0081,-0.0025,0.0366,0.0028,-0.0018,-0.0018,0.1276
"3500",2010-06-14,0.0099,0.0304,0.0182,0.0114,-0.0046,-0.0116,0.0471,0.0153,0.0073,0.0081,-0.0251
"3501",2010-06-11,-0.0065,0.0146,-0.0225,-0.0125,0.0065,0.004,0.0288,0.0051,0.0037,0.0109,-0.3765
"3502",2010-06-10,0.0089,0.0044,0.0148,0.0137,-0.0063,-0.0087,-0.0064,0.0045,0.0037,-0.0091,0.6912
"3503",2010-06-09,-0.0156,0.0251,0.0332,0.0272,-0.0126,-0.0061,-0.0272,-0.0025,6e-04,0.0155,-0.4654
"3504",2010-06-08,0.0173,0.0049,0.0077,0.0025,0.0039,1e-04,-0.022,-7e-04,-9e-04,0.0018,-0.2468
"3505",2010-06-07,0.0499,-0.0187,-0.001,4e-04,0.019,0.0017,0.0248,-0.0087,-0.0116,0.0046,0.8168
"3506",2010-06-04,-0.0352,-0.043,-0.0415,-0.044,0.0064,0.0126,0.0228,-0.0174,-0.01,-0.0202,-0.2946
"3507",2010-06-03,-0.021,-0.0308,0.024,0.0225,-0.0103,0.0039,0.0601,-0.006,-9e-04,0.0211,-0.3258
"3508",2010-06-02,-0.0137,-0.0073,0.0039,0.0143,-0.0035,0.0018,0.0414,-0.0064,-0.0099,0.0028,0.0937
"3509",2010-05-28,-0.0025,-0.017,-0.0078,-0.0086,5e-04,0.0035,0.0109,-0.0069,-0.0246,-0.012,0.0971
"3510",2010-05-27,0.0088,0.0287,0.0425,0.0407,8e-04,-0.011,0.0335,0.0035,8e-04,0.0138,-0.3002
"3511",2010-05-26,0.0295,0.0127,0.0401,0.0315,0.0129,0.0041,0.0257,0.0017,0.0066,0.0084,0.1009
"3512",2010-05-25,-0.0122,-0.0335,-0.0208,-0.0228,0.0034,0.0064,0.0085,-0.0061,-0.0108,-0.013,0.0444
"3513",2010-05-24,0.0198,0.0283,0.0024,-0.0071,0.0152,0.0094,-0.0045,-0.0029,8e-04,9e-04,0.4818
"3514",2010-05-21,-0.0036,0.0396,0.0298,-0.0022,-0.0105,-0.002,-0.0173,0.0018,0.0104,-0.0046,0.1415
"3515",2010-05-20,-0.0221,-0.0051,-0.0266,-0.0251,-0.0038,-0.0096,-0.0125,-0.0012,8e-04,0.0065,-0.3149
"3516",2010-05-19,-0.0405,-0.0236,0.0066,-0.0099,-0.0177,-0.0089,-0.0424,0.0022,-0.0012,9e-04,0.1502
"3517",2010-05-18,0.0011,0.0338,-0.0096,-0.0089,-0.011,0.0109,-0.0127,4e-04,0.0027,9e-04,0.0758
"3518",2010-05-17,-0.019,-0.0645,-0.0214,-0.027,2e-04,0.0017,0.0199,-2e-04,-0.0108,-0.0083,0.5806
"3519",2010-05-14,-0.0141,-0.0302,-0.0375,-0.0366,-0.0011,0.0104,-0.0062,-0.0066,-0.0126,-0.011,0.6343
"3520",2010-05-13,-0.0083,0.0136,-0.0165,-0.0134,-0.0112,0.0044,0.0128,-0.0115,-0.0087,-9e-04,0.1386
"3521",2010-05-12,0.0191,-0.0058,-0.0094,0.0088,0.0187,0.0042,0.037,-0.0031,8e-04,0.0055,-0.6698
"3522",2010-05-11,0.04,-0.0067,-0.0056,0.0046,0.0162,0.0033,-0.0094,-0.0014,0.0083,0.0055,0.1722
"3523",2010-05-10,0.0055,0.0266,0.0225,0.0236,-0.0079,-0.0038,0.0386,-0.0144,-0.003,9e-04,0.2557
"3524",2010-05-07,0.0534,0.0088,-0.0259,-0.0195,0.0109,-0.0046,0.0219,-5e-04,0.0042,0.0074,0.1037
"3525",2010-05-06,-0.0011,-0.0109,-0.0358,-0.0337,0.019,0.0101,-0.0155,-0.0053,-0.0015,-0.0247,-0.1993
"3526",2010-05-05,-0.0173,-0.0085,-0.0335,-0.0357,0.005,0.0093,-0.0055,-3e-04,0.008,-0.009,-0.4278
"3527",2010-05-04,-0.053,-0.0349,-0.04,-0.0368,-0.0119,0.0124,0.0033,0.0069,-0.0034,0.0036,-0.1299
"3528",2010-05-03,0.0108,-0.0179,5e-04,0.0172,0.0022,0.005,0.0204,0.0026,-0.0034,-0.0125,1.8541
"3529",2010-04-30,0.0032,9e-04,0.0115,0.0062,0.0102,-0.0021,-0.0151,0.0074,0.0127,0.0053,-0.384
"3530",2010-04-29,0.0261,-0.008,0.0234,0.0086,-0.0026,-0.0045,-0.0681,-4e-04,0.0089,0.0027,0.3567
"3531",2010-04-28,-7e-04,0.0012,0.0095,0.0044,0.0083,0.0027,0.013,-0.0027,0.0169,9e-04,-0.4588
"3532",2010-04-27,-0.0119,-0.0466,-0.0209,-0.0121,0.0071,0.0085,-0.0108,9e-04,0.0032,-0.0151,-0.0368
"3533",2010-04-26,0.008,0.0048,-0.0108,-0.0048,3e-04,0.0014,0.0012,-0.0127,0.0012,0,0.3698
"3534",2010-04-23,0.0102,0.007,0.017,0.0184,0.0094,-0.0023,0.0313,-0.0039,-0.0119,-0.0044,0.3641
"3535",2010-04-22,-0.0038,-0.0141,2e-04,-4e-04,-0.0051,0.0051,0.0437,0.0054,0.0039,0.0071,-0.0173
"3536",2010-04-21,0.0144,0.0062,0.0028,0.0106,0.0084,0.0015,-0.005,0.0018,0.0119,0.0116,-0.7276
"3537",2010-04-20,0.0051,0.0048,0.0246,0.0068,0.003,4e-04,0.0079,0.0097,0.012,0.0081,0.1131
"3538",2010-04-19,0.0032,-0.005,-0.0215,-0.0205,-0.001,0.002,-0.0235,-0.0145,-0.024,-0.009,0.5048
"3539",2010-04-16,-0.0411,-0.0238,-0.0265,-0.0135,-0.0202,0.0045,0.0136,0.0102,0.0047,-0.0018,-0.539
"3540",2010-04-15,0.001,-0.0025,-0.0038,0.0118,6e-04,0.0037,-0.051,0.0056,0.0068,0.0162,0.1736
"3541",2010-04-14,0.0091,0.0026,0.0213,0.0169,0.0054,-0.0041,0.0094,0.0019,0.0129,0,-0.3107
"3542",2010-04-13,-0.009,0.0099,-0.0034,-6e-04,-0.0076,-8e-04,0.0379,0.0052,0.0069,0.0073,0.0926
"3543",2010-04-12,0.0034,-0.0069,-0.0068,-7e-04,3e-04,-0.0068,-0.0152,0,0.0069,0.0083,0.9481
"3544",2010-04-09,0.0124,8e-04,-0.0055,2e-04,0.0078,-0.0056,0.0412,2e-04,-0.0069,0.0074,0.1641
"3545",2010-04-08,-0.004,-0.0029,-0.0057,-0.0091,-1e-04,0.0011,-0.0274,-0.0029,-0.0129,-0.0056,0.0091
"3546",2010-04-07,0.0149,-0.0054,-0.0111,-0.0065,0.015,5e-04,-0.0188,0.0114,0.0154,0.013,0.208
"3547",2010-04-06,-0.0103,-0.004,0.0025,0.0031,0.0019,0.0039,-0.0423,0.0106,-0.0076,0.0075,0.2035
"3548",2010-04-05,0.0127,0.0135,0.0206,0.0223,0.0068,-0.0023,0.0467,0.002,0.0024,-0.0075,-0.0312
"3549",2010-04-01,0.0208,0.0086,0.0133,0.0158,0.0104,-0.0039,0.0561,0.0034,-0.0021,0.0019,0.3205
"3550",2010-03-31,0.0113,-0.0025,0.0169,0.0175,0.008,-0.0055,-0.0262,-0.0147,-0.0097,-0.0332,-0.7308
"3551",2010-03-30,-0.0033,0.0103,0.0024,0.0014,-0.0041,0.0014,0.0341,0.0118,-0.0051,0.0055,0.8172
"3552",2010-03-29,0.0285,0.0389,0.0271,0.0237,0.0054,-0.0043,-0.0077,-0.002,9e-04,0.0138,0.5218
"3553",2010-03-26,0.0099,0.0067,-0.0066,-0.004,0.0104,-0.0052,-0.0274,-8e-04,3e-04,0.0112,0.0961
"3554",2010-03-25,0.006,0.0105,-0.001,-1e-04,0.0038,0.0036,-0.0302,-0.0079,-0.0101,-0.0176,-0.1467
"3555",2010-03-24,-0.0227,-0.0099,-0.0159,-0.0134,-0.0135,0.0122,-0.0061,-0.0016,0.0048,-0.0091,-0.2658
"3556",2010-03-23,0.0054,-4e-04,0.0081,0.002,0.0038,0.0029,0.0125,-0.0059,-0.0101,0,0.3062
"3557",2010-03-22,-0.0057,0.0024,0.0071,0.0083,-0.0073,-0.0011,-0.0216,9e-04,-0.0041,0.0073,0.4976
"3558",2010-03-19,-0.0224,-0.0068,-0.0185,-0.0196,-0.0176,0.0067,0.0206,-0.0047,-0.0041,0.0037,-0.0512
"3559",2010-03-18,-0.0058,-0.0066,-0.0088,-0.0059,0.0029,0.0074,-0.0507,-0.0039,0.0018,-9e-04,0.1114
"3560",2010-03-17,0.0097,0.0158,0.0151,0.0372,0.0015,-0.0018,-0.0101,0.0091,0.0091,0.013,0.2475
"3561",2010-03-16,0.0144,0.0151,0.0238,0.0145,0.0155,-0.0022,-0.01,0.0038,0.0062,0.015,-0.5728
"3562",2010-03-15,0.0035,-0.0192,-0.0177,-0.0189,0.0034,0.0042,-0.002,-0.0052,0.0063,0.0066,1.0897
"3563",2010-03-12,-0.0065,9e-04,-0.0106,-0.0111,-0.0059,-0.0059,-0.009,0.0046,-0.0015,-0.0066,-0.0859
"3564",2010-03-11,0.0083,0.0027,2e-04,-0.0025,1e-04,-0.0019,-0.0261,-0.0022,0,-0.0289,0.0829
"3565",2010-03-10,-0.0185,-0.0128,0.0074,0.0071,-0.0127,-0.0017,0.0095,-0.0046,-0.0045,0.012,-0.0329
"3566",2010-03-09,0.0038,3e-04,-0.0046,-0.007,-0.0015,0.0019,-0.0024,-0.005,-0.0059,0.0047,-0.3557
"3567",2010-03-08,-0.0063,-0.002,0.0045,0.0073,-0.0099,-1e-04,-0.0144,0.0022,0,0.0028,0.8141
"3568",2010-03-05,0.012,0.0124,0.0161,0.0172,0.0019,-0.0016,0.0039,-0.0014,-0.0074,9e-04,0.057
"3569",2010-03-04,-0.0088,-0.0173,-0.0082,-0.009,-0.0089,0.0071,-0.0383,-0.0095,-0.0059,-0.0213,0.2435
"3570",2010-03-03,0.0155,0.0069,0.0149,0.0137,0.0052,-0.0069,0.0104,0.0077,0.0073,0,-0.2147
"3571",2010-03-02,0.0361,0.0184,0.0125,0.0168,0.0171,-0.0016,0.0062,-0.0025,0,9e-04,0.2408
"3572",2010-03-01,-0.0031,0.0201,-0.0121,-0.009,-5e-04,0.0033,-0.0278,-0.0093,-0.0088,-9e-04,0.3826
"3573",2010-02-26,0.0241,0.0231,0.0191,0.017,0.0094,-0.0052,0.0096,0.01,0.0082,0.0083,0.2803
"3574",2010-02-25,0.012,-0.0111,-0.0229,-0.0231,0.0103,-7e-04,-0.0102,-0.0074,-0.0035,-0.0147,-0.3789
"3575",2010-02-24,0.0033,0.0062,0.0145,0.0109,-0.0054,1e-04,0.008,0.0043,0.0053,0.0037,0.0327
"3576",2010-02-23,-0.0206,-0.0282,-0.0162,-0.0173,-0.0089,0.004,-0.0239,-0.0052,-0.005,-0.0118,0.3301
"3577",2010-02-22,-0.0116,-0.0148,0.0044,0.0054,-0.008,-0.0017,-0.0295,0.006,0.0097,0.0118,-0.2069
"3578",2010-02-19,0.022,0.0221,0.0095,0.0053,0.003,0.0032,-0.0247,0.0017,0.0047,-0.0027,0.6432
"3579",2010-02-18,-0.0024,0.0145,0.0224,0.0198,-0.0012,-1e-04,-0.0397,-0.0065,-0.0056,-0.0027,-0.1868
"3580",2010-02-17,-0.0039,0.0057,0.0042,0.0078,3e-04,0.009,0.0143,-0.0069,-0.0115,-0.0162,-0.5303
"3581",2010-02-12,-0.0092,-0.0161,-0.0153,-0.0021,-0.0043,0.0039,0.0133,-0.0021,-0.0047,9e-04,-0.2261
"3582",2010-02-11,0.019,0.048,0.0102,0.007,0.0171,-5e-04,0.0197,-0.0033,-3e-04,0.0055,-0.1098
"3583",2010-02-10,-0.0087,8e-04,0.0104,0.0057,-8e-04,0.0019,4e-04,0.0089,0.0041,0.0111,0.4682
"3584",2010-02-09,0.0232,0.0255,0.0259,0.0288,0.0103,-0.0056,-0.0206,-0.0025,0.0026,-0.0056,-0.1443
"3585",2010-02-08,0.0172,0.0195,0.0098,0.0075,0.0127,-0.0019,-0.0207,0.0057,0.0085,0.0178,0.359
"3586",2010-02-05,-0.0339,-0.0071,-0.0267,-0.0352,-0.0096,0.0065,0.0183,-0.0072,0,-9e-04,-0.3399
"3587",2010-02-04,-0.0593,-0.0315,-0.0499,-0.0499,-0.0441,0.0066,-6e-04,0.0015,0.0015,0.0076,0.132
"3588",2010-02-03,-0.0254,-0.0375,-0.0032,-0.0018,-0.0054,0.0047,-0.0064,-0.01,-0.022,-0.017,0.1664
"3589",2010-02-02,0.005,0.0018,0.0376,0.0404,0.0118,-0.003,0.0037,0.0081,0.0073,0.0151,-0.4042
"3590",2010-02-01,0.029,0.0103,0.0211,0.0231,0.0196,-0.0029,0.0591,0,-0.0015,-9e-04,0.6717
"3591",2010-01-29,-0.0014,-0.015,-0.0102,-0.0093,-9e-04,0.007,-0.0014,-0.0078,-0.0064,-0.0188,-0.5888
"3592",2010-01-28,-0.0139,-0.0362,-4e-04,-0.0015,3e-04,0.0029,-0.0258,0.0029,-6e-04,-9e-04,0.5655
"3593",2010-01-27,-0.0249,-0.035,-0.0139,-0.0143,-0.0126,0.0033,-0.0385,-0.0088,-0.0063,-0.0221,-0.333
"3594",2010-01-26,-0.0166,-0.0158,-0.0073,-0.0054,0.0024,0.0033,-0.0414,-3e-04,-0.0148,0,-0.278
"3595",2010-01-25,0.0126,0.0137,0.0097,0.0118,0.0055,-0.001,-0.0167,-5e-04,0.0037,-0.0109,0.7764
"3596",2010-01-22,-0.033,0.0158,-0.0202,-0.0235,-0.0122,-0.0011,0.0363,0.0025,-0.0158,-0.0027,-0.6011
"3597",2010-01-21,-0.0207,-0.0179,-0.0198,-0.0228,-0.0084,2e-04,0.0217,-0.0015,0.0067,-0.0156,0.0821
"3598",2010-01-20,-0.0489,-0.0267,-0.0177,-0.0169,-0.024,0.0109,-0.011,-0.0049,-0.0031,-0.0145,-0.1294
"3599",2010-01-15,-0.0122,-0.0063,-0.0175,-0.0091,-0.0109,0.0077,0.0184,-0.0166,-0.0103,0.0013,-0.0214
"3600",2010-01-14,0.0057,-0.0037,-0.0033,-0.0063,0.0055,-0.0014,-0.0253,-0.0072,0.0022,-0.0077,-0.3919
